code, display, definition
3358001, Lichen ruber moniliformis, 
3368006, Dull chest pain, 
3376008, Pseudoptyalism, 
3381004, Open fracture of astragalus, 
3387000, Auditory discrimination aphasia, 
3391005, Negative for tumor cells, 
3393008, Phlebitis following infusion, perfusion AND/OR transfusion, 
3398004, Cadmium poisoning, 
3401001, Cercopithecus herpesvirus 1 disease, 
3415004, Cyanosis, 
3419005, Faucial diphtheria, 
3421000, Open blow-out fracture orbit, 
3424008, Heart rate fast, 
3426005, Retained magnetic intraocular foreign body, 
3427001, Nonglucosuric melituria, 
3434004, Myotonia, 
3439009, Severe combined immunodeficiency (SCID) due to absent peripheral T cell maturation, 
3441005, Disorder of sebaceous gland, 
3446000, Open fracture of T7-T12 level with spinal cord injury, 
3449007, Finger agnosia, 
3456001, Chronic progressive non-hereditary chorea, 
3458000, Myositis ossificans associated with dermato / polymyositis, 
3461004, Deep third degree burn of thumb, 
3464007, Infection caused by Oesophagostomum dentatum, 
3468005, Neonatal infective mastitis, 
3469002, Partial thickness burn of thumb, 
3472009, Spondylolisthesis, grade 4, 
3474005, Glycine max poisoning, 
3480002, Burn of wrist, 
3482005, Postoperative esophagitis, 
3483000, Chronic peptic ulcer with perforation, 
3487004, Pulmonary candidiasis, 
3500002, Open wound of ossicles with complication, 
3502005, Cervical lymphadenitis, 
3503000, Gender identity disorder of adolescence, previously asexual, 
3505007, Nonallopathic lesion of the arm, 
3506008, Stenosis of retinal artery, 
3507004, Abscess of thigh, 
3511005, Infectious thyroiditis, 
3514002, Peribronchial fibrosis of lung, 
3519007, Disorder of synovium, 
3528008, Restricted carbohydrate fat controlled diet, 
3529000, Infection caused by Sanguinicola, 
3530005, Bipolar 1 disorder, single manic episode, full remission, 
3531009, Intrapsychic conflict, 
3533007, Acute palmoplantar pustular psoriasis, 
3539006, Enteromenia, 
3542000, Laceration extending into parenchyma of spleen with open wound into abdominal cavity, 
3544004, Hair-splitting, 
3545003, Diastolic dysfunction, 
3548001, Brachial plexus disorder, 
3549009, Pancreatic acinar atrophy, 
3558002, Mesenteric infarction, 
3560000, Bilateral recurrent inguinal hernia, 
3570003, Increased blood erythrocyte volume, 
3571004, Megaloblastic anemia due to pancreatic insufficiency, 
3577000, Lattice retinal degeneration, 
3585009, Blinking, 
3586005, Psychogenic fugue, 
3589003, Syphilitic pericarditis, 
3590007, Enteroenteric fistula, 
3591006, Metabolic acidosis, normal anion gap, bicarbonate losses, 
3598000, Partial recent retinal detachment with single defect, 
3611003, Demeton poisoning, 
3633001, Abscess of hand, 
3634007, Legal termination of pregnancy complicated by metabolic disorder, 
3639002, Glossoptosis, 
3640000, Late effect of traumatic amputation, 
3641001, Infection caused by Coenurosis serialis, 
3642008, Steryl-sulfate sulfohydrolase deficiency, 
3644009, Macerated skin, 
3649004, Contusion, multiple sites of trunk, 
3650004, Congenital absence of liver,total, 
3652007, Overproduction of growth hormone, 
3657001, Osteospermum species poisoning, 
3660008, Lethal glossopharyngeal defect, 
3662000, Rolling hiatus hernia, 
3677008, Academic problem, 
3680009, Monocephalus tripus dibrachius, 
3681008, Thrombophlebitis of torcular Herophili, 
3696007, Functional dyspepsia, 
3699000, Transverse deficiency of arm, 
3703002, Ischiatic hernia with gangrene, 
3704008, Diffuse endocapillary proliferative glomerulonephritis, 
3705009, Congenital malformation of anterior chamber of eye, 
3712000, Degenerated eye, 
3716002, Thyroid goiter, 
3720003, Abnormal presence of hemoglobin, 
3723001, Joint inflammation, 
3733009, Congenital eventration of right crus of diaphragm, 
3736001, Open wound of thumbnail with tendon involvement, 
3738000, VH - Viral hepatitis, 
3744001, Hyperlipoproteinemia, 
3745000, Sleep rhythm problem, 
3747008, EC - Ejection click, 
3750006, Arteriospasm, 
3751005, Contusion of labium, 
3752003, Infection by Trichuris, 
3754002, Dysplasia of vagina, 
3755001, PRP - Pityriasis rubra pilaris, 
3756000, Static ataxia, 
3759007, Injury of heart with open wound into thorax, 
3760002, Familial multiple factor deficiency syndrome, type V, 
3762005, Bilateral recurrent femoral hernia with gangrene, 
3763000, Expected bereavement due to life event, 
3783004, Enamel pearls, 
3797007, Periodontal cyst, 
3798002, Premature birth of identical twins, both stillborn, 
3815005, Crohn disease of rectum, 
3820005, Inner ear conductive hearing loss, 
3827008, Aneurysm of artery of neck, 
3830001, Subcutaneous emphysema, 
3841004, Blister of cheek with infection, 
3845008, Duplication of intestine, 
3855007, Disorder of pancreas, 
3859001, Late effect of open wound of extremities without tendon injury, 
3873005, Failed attempted termination of pregnancy with acute necrosis of liver, 
3885002, ABO isoimmunization in pregnancy, 
3886001, Congenital fecaliths, 
3899003, Neutropenic typhlitis, 
3900008, Mixed sensory-motor polyneuropathy, 
3902000, Non dose-related drug-induced neutropenia, 
3903005, Closed traumatic pneumothorax, 
3908001, Infestation caused by Haematopinus, 
3909009, Coeur en sabot, 
3913002, Injury of gastrointestinal tract with open wound into abdominal cavity, 
3914008, Mental disorder in childhood, 
3928002, Zika virus disease, 
3939004, Bacterial colony density, transparent, 
3944006, X-linked placental steryl-sulfatase deficiency, 
3947004, High oxygen affinity hemoglobin polycythemia, 
3950001, Birth, 
3951002, Proctitis, 
3972004, Idiopathic insomnia, 
3975002, Deep third degree burn of lower limb, 
3978000, AIHA - Warm autoimmune hemolytic anemia, 
3987009, Congenital absence of trachea, 
3993001, Infection caused by Muellerius, 
3999002, Acute pyelitis without renal medullary necrosis, 
4003003, Alphavirus disease, 
4004009, Monster with cranial anomalies, 
4006006, Foetal tachycardia affecting management of mother, 
4009004, Lower urinary tract infection, 
4016003, Empyema of mastoid, 
4017007, Increased stratum corneum adhesiveness, 
4022007, Vulvitis circumscripta plasmacellularis, 
4026005, Interstitial mastitis associated with childbirth, 
4030008, Le Dantec virus disease, 
4038001, Myrotheciotoxicosis, 
4039009, Multiple vitamin deficiency disease, 
4040006, Hassall-Henle bodies, 
4041005, Congenital anomaly of macula, 
4046000, Degenerative spondylolisthesis, 
4062006, Lumbosacral plexus lesion, 
4063001, Achillodynia, 
4069002, Anoxic brain damage during AND/OR resulting from a procedure, 
4070001, Palinphrasia, 
4075006, Peganum harmala poisoning, 
4082005, Syphilitic myocarditis, 
4088009, Acquired hydrocephalus, 
4089001, Meningococcemia, 
4092002, Nonallopathic lesion of costovertebral region, 
4103001, Complex partial seizure, 
4106009, Rotator cuff rupture, 
4107000, Infertile male syndrome, 
4113009, Arrested hydrocephalus, 
4120002, Bronchiolitis, 
4124006, Insect bite, nonvenomous, of vagina, infected, 
4127004, Prostatic obstruction, 
4129001, Argyll-Robertson pupil, 
4135001, 11p partial monosomy syndrome, 
4136000, Macrodactylia of toes, 
4142001, Muscular asthenopia, 
4152002, Acquired hypoprothrombinemia, 
4160001, Congenital anomaly of upper respiratory system, 
4168008, Tibial plateau chondromalacia, 
4170004, Ehlers-Danlos syndrome, procollagen proteinase resistant, 
4174008, Tripartite placenta, 
4175009, Infestation by Estrus, 
4178006, Partial recent retinal detachment with multiple defects, 
4181001, Normal peak expiratory flow rate, 
4183003, Charcot-Marie-Tooth disease, type IC, 
4184009, Congenital malformation of the endocrine glands, 
4191007, Scaphoid head, 
4195003, Duplication of anus, 
4197006, Disability evaluation, impairment, class 5, 
4199009, 18p partial trisomy syndrome, 
4208000, Closed multiple fractures of both lower limbs, 
4210003, OH - Ocular hypertension, 
4223005, Parkinsonism caused by drug, 
4224004, Complication of infusion, 
4225003, Nasal tuberculosis, 
4229009, Phthisical eye, 
4232007, Chronic vulvitis, 
4237001, Suppurative pulpitis, 
4240001, Rupture of aorta, 
4241002, Listeria infection, 
4242009, 18q partial monosomy syndrome, 
4244005, Urticaria neonatorum, 
4248008, Synovitis AND/OR tenosynovitis associated with another disease, 
4249000, Poor peripheral circulation, 
4251001, Internal eye sign, 
4260009, Sacral spinal cord injury without bone injury, 
4262001, Phlebitis of superior sagittal sinus, 
4264000, Chronic pericoronitis, 
4269005, Chronic gastrojejunal ulcer without hemorrhage AND without perforation, 
4273008, Closed posterior dislocation of elbow, 
4275001, Conjugate gaze spasm, 
4278004, Superficial foreign body of axilla without major open wound but with infection, 
4283007, Mirizzi syndrome, 
4287008, Chordee of penis, 
4294006, Isosexual precocious puberty, 
4300009, Deep third degree burn of forearm, 
4301008, Autoimmune state, 
4306003, Cluster B personality disorder, 
4307007, Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class F, 
4308002, RSIS - Repetitive strain injury syndrome, 
4310000, Third degree burn of wrist AND/OR hand, 
4313003, Acardiacus anceps, 
4316006, Myometritis, 
4320005, Factor V deficiency, 
4324001, Subacute cystitis, 
4325000, 11q partial monosomy syndrome, 
4332009, Subarachnoid hemorrhage following injury without open intracranial wound AND with concussion, 
4338008, Arnold nerve reflex cough syndrome, 
4340003, Acrodermatitis chronica atrophicans, 
4349002, Open fracture of multiple sites of metacarpus, 
4354006, Open dislocation of scapula, 
4356008, Gingival soft tissue recession, 
4359001, Early congenital syphilis, 
4364002, Structure of associations, 
4367009, Hoover sign, 
4373005, Clubbing of nail, 
4374004, TV - Congenital tricuspid valve abnormality, 
4381006, Verbal paraphasia, 
4386001, Bronchospasm, 
4390004, Chronic lithium nephrotoxicity, 
4397001, Partial congenital duodenal obstruction, 
4399003, Acute hemorrhagic pancreatitis, 
4403007, Exclamation point hair, 
4406004, Congenital anomaly of male genital system, 
4409006, Combined methylmalonic acidemia and homocystinuria due to defects in adenosylcobalamin and methylcobalamin synthesis, 
4410001, Retroperitoneal hernia with obstruction, 
4412009, Digital nerve injury, 
4414005, Infection caused by Setaria, 
4416007, Heerfordt syndrome, 
4418008, Gangrenous ergotism, 
4426000, Ten previous induced terminations of pregnancy, 
4434006, BS - Bloom syndrome, 
4439001, Axenfeld-Schurenberg syndrome, 
4441000, Severe bipolar disorder with psychotic features, 
4445009, TB - Urogenital tuberculosis, 
4448006, Allergic headache, 
4451004, Illegal termination of pregnancy with renal tubular necrosis, 
4461006, Complication of administrative procedure, 
4463009, Indiana-Maryland type amyloid polyneuropathy, 
4464003, Rocio virus disease, 
4465002, Spherophakia, 
4468000, Oppenheim gait, 
4470009, Blanching of skin, 
4473006, Migraine with aura, 
4477007, Juvenile myopathy AND lactate acidosis, 
4478002, Multiple fractures of upper AND lower limbs, 
4481007, Abnormal gastric secretion regulation, 
4483005, Syphilitic punched out ulcer, 
